Texto,Label,Tipo,Veredito original,Fonte,URL,Data,Arquivo bruto
"Eu sou o único candidato a falar nisso, não tem nenhum outro que está falando isso. Limpar os mananciais.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/checamos-pablo-marcal-roda-viva/,2024-09-03 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
Os Estados Unidos têm 10 mil bancos aproximadamente.,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/checamos-pablo-marcal-roda-viva/,2024-09-03 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
Marcelo Rezende chamou Pablo Marçal de maior picareta do Brasil,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.36FF28Z,2024-09-03 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
Elon Musk pede que brasileiros vão as ruas apoiar Pablo Marçal,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.36FC2RG,2024-09-03 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
"Não configura porque não tem esse pagamento, né? Eu nunca deixei de falar e propagar isso. Só que dentro do período eleitoral tanto de pré-campanha e campanha, não houve pagamento.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/checamos-pablo-marcal-roda-viva/,2024-09-03 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
Vídeo de Musk pedindo apoio para a candidatura de Pablo Marçal,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/elon-musk-apoio-pablo-marcal-falso/,2024-08-29 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
Mais de 30% da cidade está com problema de saneamento básico.,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/checamos-pablo-marcal-flow-podcast/,2024-08-29 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
Elon Musk declara apoio a Pablo Marçal e convoca brasileiros e paulistas para votarem no candidato a prefeito de São Paulo pelo PRTB,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-video-apoio-musk-marcal/,2024-08-29 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
"Eu não pago [pelos cortes], não. [Foi] antes da eleição, isso é aberto para todo mundo. Na eleição e na pré-campanha, zero. Eu não coloquei [dinheiro]. Zero. Eu sei que o que derruba um rico na eleição é abuso de poder econômico. Estão querendo emplacar e eu não fiz, tanto é que não tem prova. Foi uma reportagem que eles pegaram. Não tem nada, o comprovante.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/checamos-pablo-marcal-flow-podcast/,2024-08-29 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
Marçal fez uma apresentação de drones para divulgar sua candidatura à prefeitura de SP,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/video-drones-pablo-ceu-sem-relacao-marcal/,2024-08-29 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
Jair Bolsonaro declara apoio a Pablo Marçal,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/deepfake-bolsonaro-apoio-pablo-marcal/,2024-08-28 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
Marcelo Rezende chama Pablo Marçal de maior picareta do Brasil,Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/marcelo-rezende-pablo-marcal-maior-picareta-enganoso/,2024-08-28 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
Bolsonaro declara apoio à candidatura de Pablo Marçal em live,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-bolsonaro-live-apoio-pablo-marcal/,2024-08-28 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
Pesquisa mostra Pablo Marçal com 53% das intenções de voto em SP,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/post-humoristico-fora-de-contexto-marcal-eleicoes-sp/,2024-08-23 07:00:00,data/raw\factcheck_pablo_marcal_0.csv
"Ali era uma relação de trabalho. Os computadores ficavam em alguns ambientes, ele me ligava “parou de funcionar”, eu ia, desligava os cabos, limpava a memória, colocava o computador para funcionar, abria um programa e deixava aberto, ele fazia acesso remoto, e eu ia embora. Eu não ficava o tempo inteiro. Por R$ 350 tomei um processo de 13 anos e tenho que ficar ouvindo que sou ladrão por isso.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/checamos-pablo-marcal-flow-podcast/,2024-08-29 07:00:00,data/raw\factcheck_pablo_marcal_100.csv
"O Bolsonaro foi orientado a dar o Bolsa Família e deixar a pessoa ter uma outra renda. O Lula chegou e já cortou. Se tiver Bolsa Família, não pode ter renda.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/checamos-pablo-marcal-flow-podcast/,2024-08-29 07:00:00,data/raw\factcheck_pablo_marcal_100.csv
"Isso, dependendo de gostar do Bolsonaro ou não, foi o melhor governo do Brasil até hoje. O único que baixou imposto.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/checamos-pablo-marcal-flow-podcast/,2024-08-29 07:00:00,data/raw\factcheck_pablo_marcal_100.csv
"Pablo Marçal lidera a corrida eleitoral de São Paulo com 28,9% das intenções de voto",Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/marcal-lidera-pesquisa-instituto-verita-falso/,2024-08-22 07:00:00,data/raw\factcheck_pablo_marcal_100.csv
"A gente está falando de uma eleição em que a gente tem candidatos com históricos muito pesados. Gente [Pablo Marçal] que já foi condenado por roubar aposentadoria de idoso, gente que responde por crime de homicídio.",Fake,claim,não_é_bem_assim,Aos Fatos,https://www.aosfatos.org/noticias/roda-viva-tabata-amaral/,2024-08-20 07:00:00,data/raw\factcheck_pablo_marcal_100.csv
Pablo Marçal em primeiro lugar na pesquisa de intenção de voto do Instituto Veritá,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/pesquisa-julho-instituto-verita-sp-pablo-marcal/,2024-08-19 07:00:00,data/raw\factcheck_pablo_marcal_100.csv
"O elevador, sozinho, consegue colocar mais turistas internacionais do que Brasil inteiro",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/checamos-o-debate-da-band-entre-os-pre-candidatos-a-prefeitura-de-sao-paulo/,2024-08-08 07:00:00,data/raw\factcheck_pablo_marcal_100.csv
Lula teria vendido uma Ferrari de R$ 6 milhões para Pablo Marçal,Fake,claim,Distorcido,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/07/18/lula-nao-vendeu-ferrari-de-r-6-milhoes-para-pablo-marcal.htm,2024-07-18 07:00:00,data/raw\factcheck_pablo_marcal_100.csv
Pablo Marçal comprou uma Ferrari de Lula,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-pablo-marcal-ferrari-presidente-lula/,2024-07-10 07:00:00,data/raw\factcheck_pablo_marcal_100.csv
Pablo Marçal será o candidato de Bolsonaro para a Prefeitura de SP,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-declarou-apoio-ricardo-nunes-nao-pablo-marcal/,2024-06-07 07:00:00,data/raw\factcheck_pablo_marcal_100.csv
"Justiça de SP condena a Apple em 100 milhões de reais e obriga a vender celulares a R$ 177,89",Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/06/05/e-falso-que-pablo-marcal-esteja-divulgando-iphones-a-venda-por-r-177.htm,2024-06-05 07:00:00,data/raw\factcheck_pablo_marcal_100.csv
"Pablo Marçal foi proibido de usar Base Aérea de Canoas, mas William Bonner usou jatinho da FAB",Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/pablo-marcal-base-aerea-canoas-william-bonner-fab/,2024-05-09 07:00:00,data/raw\factcheck_pablo_marcal_100.csv
"Pesquisa mostra Bolsonaro na liderança com 86,57% das intenções.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/pesquisa-que-mostra-bolsonaro-com-8657-e-na-verdade-enquete-de-facebook-sem-rigor-estatistico/,2018-08-23 07:00:00,data/raw\factcheck_pesquisa_eleitoral.csv
Enquete em rede social vale como pesquisa eleitoral,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2018/08/28/sem-valor-cientifico-enquete-no-facebook-nao-vale-como-pesquisa-eleitoral.htm,2018-08-28 07:00:00,data/raw\factcheck_pesquisa_eleitoral.csv
Candidata Mariana Carvalho divulgou pesquisa 'fake',Fake,claim,Predominantemente falso,Agência Tatu,https://www.agenciatatu.com.br/noticia/mariana-carvalho-pesquisa-imperatriz/,2024-10-28 07:00:00,data/raw\factcheck_pesquisa_eleitoral.csv
Ipec deixou de fazer pesquisa boca de urna após errar resultado,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/02/post-falso-boca-de-urna-ipec-ex-ibope-eleicoes-2022.htm,2022-10-02 07:00:00,data/raw\factcheck_pesquisa_eleitoral.csv
Candidata Mariana Carvalho divulga pesquisa antiga como atual,Fake,claim,"Enganoso: O número que estava errado na publicação era o de registro da pesquisa. A candidata apagou o post com erro e publicou, minutos depois, um post com o número correto.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/post-engana-ao-dizer-que-candidata-de-cidade-no-ma-publicou-pesquisa-eleitoral-falsa/,2024-10-27 07:00:00,data/raw\factcheck_pesquisa_eleitoral.csv
"O número que estava errado na publicação era o de registro da pesquisa. A candidata apagou o post com erro e publicou, minutos depois, um post com o número correto.",True,verdict_correction,"Enganoso: O número que estava errado na publicação era o de registro da pesquisa. A candidata apagou o post com erro e publicou, minutos depois, um post com o número correto.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/post-engana-ao-dizer-que-candidata-de-cidade-no-ma-publicou-pesquisa-eleitoral-falsa/,2024-10-27 07:00:00,data/raw\factcheck_pesquisa_eleitoral.csv
Nova pesquisa data mercado: Lula 18% e Bolsonaro 70%,Fake,claim,ENGANOSO: Enquetes não podem ser consideradas pesquisas eleitorais porque não seguem método científico.,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/enquete-feita-em-restaurante-de-mg-nao-pode-ser-considerada-pesquisa-eleitoral/,2022-04-14 07:00:00,data/raw\factcheck_pesquisa_eleitoral.csv
Enquetes não podem ser consideradas pesquisas eleitorais porque não seguem método científico.,True,verdict_correction,ENGANOSO: Enquetes não podem ser consideradas pesquisas eleitorais porque não seguem método científico.,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/enquete-feita-em-restaurante-de-mg-nao-pode-ser-considerada-pesquisa-eleitoral/,2022-04-14 07:00:00,data/raw\factcheck_pesquisa_eleitoral.csv
Ipec fica no mesmo endereço do Instituto Lula?,Fake,claim,"FALSO: O Instituto Lula surgiu a partir do Instituto Cidadania, cuja sigla já foi Ipec. As duas instituições não estão situadas no mesmo endereço.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-empresa-de-pesquisa-eleitoral-funcione-dentro-do-instituto-lula/,2022-09-01 07:00:00,data/raw\factcheck_pesquisa_eleitoral.csv
"O Instituto Lula surgiu a partir do Instituto Cidadania, cuja sigla já foi Ipec. As duas instituições não estão situadas no mesmo endereço.",True,verdict_correction,"FALSO: O Instituto Lula surgiu a partir do Instituto Cidadania, cuja sigla já foi Ipec. As duas instituições não estão situadas no mesmo endereço.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-empresa-de-pesquisa-eleitoral-funcione-dentro-do-instituto-lula/,2022-09-01 07:00:00,data/raw\factcheck_pesquisa_eleitoral.csv
"""Momento em que presos políticos fueron liberados em Venezuela""",Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/01/13/falso-video-libertacao-presos-venezuela-2024.htm,2026-01-13 08:00:00,data/raw\factcheck_politica_0.csv
Vídeo mostra soltura de presos políticos após captura de Nicolás Maduro,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/e-de-2024-nao-atual-video-soltura-presos-politicos-venezuela/,2026-01-12 08:00:00,data/raw\factcheck_politica_0.csv
"As invasões de grupos pró-Hamas na abertura do Mercado de Natal em Bruxelas, repetidas também na Alemanha e no Reino Unido, ultrapassam a simples expressão política.",Fake,claim,Enganador,Observador,https://observador.pt/factchecks/fact-check-extremistas-pro-hamas-invadem-mercado-de-natal-em-bruxelas/,2025-12-29 08:00:00,data/raw\factcheck_politica_0.csv
Centenas de mercados e festivais de Natal serão cancelados pela primeira vez (...). Este cenário demonstra que as políticas de diversidade e inclusão na Alemanha estão a falhar em toda a linha. É importante reflectir sobre este facto quando se criticam as propostas preventivas do Chega.,Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-alemanha-cancelou-centenas-de-mercados-de-natal-por-receio-de-ataques-terroristas/,2025-11-28 08:00:00,data/raw\factcheck_politica_0.csv
Personalidades políticas de direita promovem produtos no TikTok Shop,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.86728WE,2025-11-25 08:00:00,data/raw\factcheck_politica_0.csv
"‘Saques do Tesouro Europeu’.
A revista francesa de sátira política ‘Charlie Hebdo’ ataca o regime corrupto de Zelensky.
Os oligarcas de Kiev enriqueceram fantasticamente enquanto os europeus ficaram cada vez mais empobrecidos.",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-capa-da-revista-charlie-hebdo-mostra-angelina-jolie-num-beija-mao-a-zelensky/,2025-11-19 08:00:00,data/raw\factcheck_politica_0.csv
Fernandinho Beira-Mar disse que a política da extrema-direita brasileira é pior que qualquer facção,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/11/13/beira-mar-nao-disse-que-extrema-direita-e-pior-que-faccao-em-entrevista.htm,2025-11-13 08:00:00,data/raw\factcheck_politica_0.csv
Nicolas Maduro manda soltar todos os presos políticos na Venezuela e sugere sua renuncia,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/09/03/maduro-nao-sugeriu-renuncia-video-enganoso-usa-trecho-de-discurso-antigo.htm,2025-09-03 07:00:00,data/raw\factcheck_politica_0.csv
"Trump peita Lula, defende Bolsonaro e ameaça desrtíuir economia brasil, se Moares continua com perseguição",Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2025/09/08/perfis-no-tiktok-usam-ia-para-disseminar-desinformacao-sobre-politica.htm,2025-09-08 07:00:00,data/raw\factcheck_politica_0.csv
Vídeo da Débora voltando para casa após meses como presa política,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.39FH9ZP,2025-04-07 07:00:00,data/raw\factcheck_politica_0.csv
Acidente em Toronto tem relação com política de igualdade de gênero da Delta,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/acidente-aereo-canada-sem-relacao-politica-igualdade/,2025-02-19 08:00:00,data/raw\factcheck_politica_0.csv
"""Reino Unido: Chris Witty diretor médico do governo admite sob juramento, decisão de tornar as ?vacinas? covid obrigatória foi 100% política.""",Fake,claim,Distorcido,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/01/30/diretor-medico-britanico-vacina-covid-obrigatoria-decisao-politica-falso.htm,2025-01-30 08:00:00,data/raw\factcheck_politica_0.csv
A reforma dos políticos é dada ao fim de 15 anos de atividade política.,Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-a-reforma-dos-politicos-e-dada-ao-fim-de-15-anos-de-atividade-politica/,2024-12-26 08:00:00,data/raw\factcheck_politica_0.csv
Os ordenados dos políticos aumentaram 5%.,Fake,claim,Enganador,Observador,https://observador.pt/factchecks/fact-check-ordenados-dos-politicos-foram-aumentados-5/,2024-12-26 08:00:00,data/raw\factcheck_politica_0.csv
"Postagens com fotos sensuais de uma mulher acompanhadas de legenda associada à candidata à Prefeitura de São Paulo Tabata Amaral. Um dos posts apresenta a seguinte descrição: “Tabata Claudia Amaral de Pontes é uma politóloga, ativista pela educação e política brasileira filiada ao Partido Socialista Brasileiro (PSB). Atualmente exerce o mandato de deputada federal pelo estado de São Paulo”.",Fake,claim,Falso,Folha - UOL,https://www1.folha.uol.com.br/poder/2024/09/tabata-amaral-e-alvo-de-campanha-de-desinformacao-que-a-compara-a-criadora-de-conteudo-adulto.shtml,2024-09-13 07:00:00,data/raw\factcheck_politica_0.csv
Barroso exerceu atividade político-partidária e deve sofrer impeachment,Fake,claim,Enganoso,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/09/03/fala-de-barroso-nao-configura-exercicio-de-atividade-politico-partidaria.htm,2024-09-03 07:00:00,data/raw\factcheck_politica_0.csv
Tom Hanks e Taylor Swift boicotam os Óscares por causa das políticas de Woke: Defendemos o verdadeiro talento.,Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-taylor-swift-e-tom-hanks-lancam-boicote-aos-oscares-contra-politicas-do-movimento-woke/,2024-04-22 07:00:00,data/raw\factcheck_politica_0.csv
"Depois de ouvir Mark Zuckerberg dizer que publicar a oração do 'Pai Nosso' viola as suas políticas, peço a todos os cristãos que sigam o meu exemplo e publiquem o 'Pai Nosso'.",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-zuckerberg-disse-que-partilhar-o-pai-nosso-viola-as-diretrizes-do-facebook/,2024-04-19 07:00:00,data/raw\factcheck_politica_0.csv
Quatro presos políticos já foram a óbito,Fake,claim,Fora de contexto,Estadão,https://www.estadao.com.br/estadao-verifica/presos-no-8-de-janeiro-citados-em-postagem-morreram-enquanto-estavam-em-liberdade-condicional/,2024-03-08 08:00:00,data/raw\factcheck_politica_0.csv
"Equador avançou com prisão perpétua para violadores, assassinos e políticos corruptos.",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-equador-vai-avancar-com-pena-de-prisao-perpetua-para-politicos-condenados-por-corrupcao/,,data/raw\factcheck_politica_0.csv
"Na Dinamarca, toda pessoa que recebe algum tipo de ajuda social está inabilitada para votar. Desta forma evita-se que a cidadania se transforme em clientelismo político e que votem cativamente. Compartilhe isso se você quiser que seu País consiga o mesmo",Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/01/17/e-falso-que-cidadaos-que-recebem-assistencia-nao-podem-votar-na-dinamarca.htm,2024-01-17 08:00:00,data/raw\factcheck_politica_0.csv
"EMA — Agência europeia de medicamentos afirma que não se tem indicação de imunizar pessoas abaixo de 60 anos, já que trata de uma proteina tóxica (proteina spike) e joga a responsabilidade da vacinação em massa nas políticas adotadas por cada país, que nao foi uma decisão científica.",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-agencia-europeia-do-medicamento-nao-deu-indicacao-para-vacinar-pessoas-com-menos-de-60-anos-contra-a-covid-19/,2024-01-17 08:00:00,data/raw\factcheck_politica_0.csv
Vídeo mostra protesto no Texas contra política de imigração de Joe Biden,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-video-protesto-texas-imigracao-biden/,2024-01-30 08:00:00,data/raw\factcheck_politica_0.csv
Kiev está acabada. Irão os russos parar lá ou irão mais além? Descobre mais no Political Briefing.,Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-cnn-promoveu-cartaz-em-times-square-com-a-frase-kiev-esta-acabada/,2024-01-04 08:00:00,data/raw\factcheck_politica_0.csv
"""Esses regimes políticos matam, trucidam e infernizam a vida do ser humano, misericórdia.""",Fake,claim,Enganador,Observador,https://observador.pt/factchecks/fact-check-mulher-de-64-anos-nada-de-cuba-ate-aos-estados-unidos-para-fugir-do-comunismo/,2023-10-12 07:00:00,data/raw\factcheck_politica_0.csv
"Mais um grande artista preocupado com a política do Brasil e esquecendo-se de se preocupar com a segurança do seu público no seu próprio show. Parabéns, Alok",Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2023/08/30/alok-incendeia-publico-coro-anti-bolsonaro-arrastao-show-copacabana.htm,2023-08-30 07:00:00,data/raw\factcheck_politica_0.csv
Foto mostra políticos de esquerda em carreata no Pernambuco durante a pandemia.,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/foto-de-carreata-com-politicos-do-pt-e-do-psb-de-pernambuco-e-de-2018-nao-atual/,2020-10-21 07:00:00,data/raw\factcheck_politica_0.csv
Idade mínima para aposentadoria no Brasil. Homens: 65 anos. Mulheres: 62 anos. Políticos: 8 anos.,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-politicos-podem-se-aposentar-apos-oito-anos-de-contribuicao/,2019-04-11 07:00:00,data/raw\factcheck_politica_0.csv
"Sr. Cesare Batista recebe mensalmente uma Pensão de Perseguido Político concedido pela Comissão da Verdade, ou seja ele por ser militante de 70 na Itália recebeu uma pensão no Brasil. É para acabar ! R$ 31.845,00.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/cesare-battisti-nao-recebe-pensao-concedida-pela-comissao-da-verdade/,2018-12-17 08:00:00,data/raw\factcheck_politica_0.csv
"""Sobre o meu futuro político, encontro-me a analisar convites de outros partidos. Verdes, PS e PSD, é o reconhecimento do trabalho que tenho desenvolvido a nível parlamentar.""",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-deputada-cristina-rodrigues-revelou-estar-a-analisar-convites-de-varios-partidos-para-definir-futuro-politico/,2021-11-24 08:00:00,data/raw\factcheck_politica_0.csv
"Sem saber que estava sendo filmado, o presidente do Fórum Econômico Mundial, Klaus Schwab, disse ter políticos, mídia, especialistas e cientistas ""no bolso""",Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.9ZG4M7,2022-02-10 08:00:00,data/raw\factcheck_politica_0.csv
Mário Sérgio Cortella escreveu texto sobre não atirar pedras nos políticos durante a pandemia,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/nao-e-de-cortella-texto-que-critica-quem-atira-pedras-em-governantes-por-causa-da-pandemia/,2020-07-10 07:00:00,data/raw\factcheck_politica_0.csv
"Papa emérito Bento XVI disse que um católico será considerado culpado por cooperar com o mal, e não poderá receber a comunhão, se votar em um candidato político por ele ser a favor da eutanásia e ou do aborto",Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/21/e-falsa-citacao-atribuida-a-bento-16-que-relaciona-comunhao-e-voto.htm,2022-10-21 07:00:00,data/raw\factcheck_politica_0.csv
"Primeiro que essa política passou a ser privativa dos governadores e prefeitos. O presidente da República em praticamente nada pôde interferir nessa política, Então se ela vai indo bem ou vai indo mal, a responsabilidade é dos governadores e prefeitos, segundo decisão do STF.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/ao-anunciar-que-contraiu-covid-19-bolsonaro-recorre-informacoes-falsas-sobre-pandemia/,2020-07-07 07:00:00,data/raw\factcheck_politica_0.csv
"""Que estranho, um vírus tão mortal que não matou nenhum político... Será que o ""vírus"" é corrupto?""",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-pandemia-da-covid-19-ainda-nao-matou-nenhum-politico/,2020-08-07 07:00:00,data/raw\factcheck_politica_0.csv
"Ministro do STF, Luís Roberto Barroso, sugeriu confisco de bens e investimentos para financiar políticas de governo.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-barroso-sugeriu-confisco/,2023-05-09 07:00:00,data/raw\factcheck_politica_0.csv
"ARGENTINA Majestosa manifestação contra as políticas comunistas do presidente Alberto Fernández, que você não verá em nenhuma mídia ou rede social da esquerda mundial. Esses Argentinos são malucos, votaram em comunistas que tinham arruinado o país e agora estão arrependidos.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/video-de-ato-pro-macri-em-2019-circula-como-se-fosse-de-protesto-recente-contra-fernandez-na-argentina/,2020-06-16 07:00:00,data/raw\factcheck_politica_0.csv
"""Fui presidente da associação de estudantes do meu liceu, fui presidente da associação académica da Universidade. Portanto, sempre estive ligado à política.”",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-nuno-graciano-foi-presidente-da-associacao-academica-da-universidade-moderna/,2021-03-19 07:00:00,data/raw\factcheck_politica_0.csv
"""A Igreja não tem apoiado os valores na política. Desde o fim do CDS só o Chega nos representa.""",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-cardeal-patriarca-de-lisboa-diz-que-chega-e-o-unico-partido-que-representa-os-valores-da-igreja-catolica/,2022-04-18 07:00:00,data/raw\factcheck_politica_0.csv
"A minha geração (...) ainda não está na política como deveria, mas vai estar. A renovação que a gente precisa passa por uma renovação geracional.",Fake,claim,impreciso,Aos Fatos,https://www.aosfatos.org/noticias/huck-quer-sua-geracao-no-poder-nos-municipios-ela-ja-esta-la/,2017-03-31 07:00:00,data/raw\factcheck_politica_0.csv
"O PT quer estabelecer políticas de 36 anos a partir do PL 1/2023, o que é quase uma nova Constituição",Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.336V4D6,2023-01-11 08:00:00,data/raw\factcheck_politica_0.csv
A revelação de conversa gravada clandestinamente trouxe de volta os fantasmas da crise política ainda de proporção não dimensionada.,Fake,claim,exagerado,Aos Fatos,https://www.aosfatos.org/noticias/apos-acusacao-de-pagamentos-ilegais-checamos-o-pronunciamento-de-temer/,2017-05-18 07:00:00,data/raw\factcheck_politica_0.csv
"Alguns querem tratar a questão como se vivêssemos no regime parlamentarista, onde a suspeição política de um presidente é condição necessária e suficiente para que ele seja afastado.",True,claim,verdadeiro,Aos Fatos,https://www.aosfatos.org/noticias/o-impeachment-parlamentarista-do-brasil-segundo-dilma/,2016-03-22 07:00:00,data/raw\factcheck_politica_0.csv
TV Senado mandou tirar do ar vídeo em que dupla sertaneja critica políticos,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-tv-senado-censurou-video-em-que-dupla-canta-musica-com-criticas-a-politicos/,2022-01-04 08:00:00,data/raw\factcheck_politica_0.csv
Tribunal de Haia considerou que Lula é preso político e exigiu sua libertação?,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2018/05/03/tribunal-de-haia-considerou-que-lula-e-preso-politico-e-exigiu-libertacao.htm,2018-05-03 07:00:00,data/raw\factcheck_politica_0.csv
"Reflexo de uma política econômica socialista, muitos outros se seguiram, muitos outros seguirão. Só resta lamentar e orar a Deus para que nos livre deste mal que está a governar nosso país.",Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2023/04/20/makro-comecou-a-fechar-lojas-em-2020-nao-no-governo-lula.htm,2023-04-20 07:00:00,data/raw\factcheck_politica_0.csv
Bolsonaro elimina aparelhamento do Conselho Nacional de Políticas sobre Drogas,Fake,claim,Falso - As atas das reuniões mostram que os representantes da sociedade civil que faziam parte do Conad possuíam diversidade de posicionamentos em relação às políticas de drogas,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-conselho-de-politicas-de-drogas-era-aparelhado-atas-comprovam-a-diversidade-de-opinioes/,2019-08-06 07:00:00,data/raw\factcheck_politica_0.csv
"""Todos têm de se lembrar que isto é um mundial de fantochada e muitos interesses políticos e outros demais que até já mataram um jornalista só por descobrir que o irmão era gay""",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-mataram-um-jornalista-no-qatar-por-descobrir-que-o-seu-irmao-era-gay/,2022-12-28 08:00:00,data/raw\factcheck_politica_0.csv
